state,year,temperature_nasa,rainfall_nasa,humidity_nasa
bihar,201301,13.05,0.13,53.46
bihar,201302,18.25,0.77,51.78
bihar,201303,25.24,0.07,34.22
bihar,201304,30.68,0.9,33.97
bihar,201305,33.53,2.93,36.43
bihar,201306,31.85,3.65,62.56
bihar,201307,30.52,3.36,72.37
bihar,201308,29.28,5.21,76.78
bihar,201309,28.17,6.75,80.96
bihar,201310,25.1,6.72,84.07
bihar,201311,18.98,0.0,73.77
bihar,201312,16.55,0.0,67.56
bihar,201313,25.13,2.55,60.71
bihar,201401,15.58,0.98,61.77
bihar,201402,18.21,1.47,55.02
bihar,201403,24.3,0.3,43.53
bihar,201404,31.55,0.01,25.68
bihar,201405,34.57,2.77,34.35
bihar,201406,35.3,2.84,47.68
bihar,201407,29.81,8.44,79.22
bihar,201408,29.14,10.43,82.45
bihar,201409,27.63,6.4,84.48
bihar,201410,24.94,1.38,77.37
bihar,201411,19.27,0.0,63.13
bihar,201412,14.64,0.17,56.89
bihar,201413,25.44,2.95,59.38
bihar,201501,15.4,0.74,60.61
bihar,201502,20.67,0.08,45.59
bihar,201503,25.19,0.76,41.85
bihar,201504,30.33,0.97,41.09
bihar,201505,35.21,0.95,33.33
bihar,201506,34.85,4.62,46.88
bihar,201507,29.53,10.97,79.31
bihar,201508,28.96,7.9,83.37
bihar,201509,28.04,3.6,80.88
bihar,201510,26.1,0.22,63.1
bihar,201511,23.67,0.02,51.28
bihar,201512,18.43,0.03,47.18
bihar,201513,26.38,2.6,56.31
bihar,201601,17.52,0.63,42.01
bihar,201602,22.52,0.19,38.06
bihar,201603,28.15,0.33,29.16
bihar,201604,34.71,0.04,18.98
bihar,201605,34.75,2.05,35.8
bihar,201606,34.57,2.9,49.07
bihar,201607,29.89,9.71,77.71
bihar,201608,28.97,5.78,82.18
bihar,201609,27.87,11.74,86.81
bihar,201610,24.79,2.02,80.23
bihar,201611,18.47,0.0,80.93
bihar,201612,15.11,0.0,74.87
bihar,201613,26.44,2.96,58.08
bihar,201701,16.28,0.07,61.43
bihar,201702,20.21,0.0,44.6
bihar,201703,25.6,0.4,34.62
bihar,201704,32.38,0.34,31.87
bihar,201705,35.27,1.66,37.71
bihar,201706,34.96,2.29,47.82
bihar,201707,28.95,13.9,83.01
bihar,201708,28.7,8.82,86.02
bihar,201709,28.55,4.13,84.2
bihar,201710,26.15,2.31,79.38
bihar,201711,20.75,0.05,67.47
bihar,201712,17.57,0.0,59.67
bihar,201713,26.3,2.87,59.96
chhattisgarh,198101,17.61,1.58,63.91
chhattisgarh,198102,22.27,0.18,43.98
chhattisgarh,198103,26.65,1.0,40.09
chhattisgarh,198104,33.18,0.26,18.03
chhattisgarh,198105,34.3,2.36,36.2
chhattisgarh,198106,32.68,12.36,52.4
chhattisgarh,198107,26.99,9.84,84.91
chhattisgarh,198108,26.55,10.88,87.88
chhattisgarh,198109,26.06,9.63,87.78
chhattisgarh,198110,23.82,0.67,75.22
chhattisgarh,198111,19.74,0.25,69.78
chhattisgarh,198112,17.73,0.14,66.98
chhattisgarh,198113,25.63,4.11,60.77
chhattisgarh,198201,20.83,1.94,68.51
chhattisgarh,198202,21.13,3.77,61.68
chhattisgarh,198203,25.21,1.39,48.79
chhattisgarh,198204,32.33,0.74,31.33
chhattisgarh,198205,33.25,3.97,41.75
chhattisgarh,198206,32.18,5.44,57.28
chhattisgarh,198207,28.37,11.47,76.82
chhattisgarh,198208,25.68,17.94,90.74
chhattisgarh,198209,26.14,2.26,83.07
chhattisgarh,198210,24.75,2.86,76.96
chhattisgarh,198211,21.53,0.24,74.45
chhattisgarh,198212,20.01,0.0,59.76
chhattisgarh,198213,25.97,4.36,64.31
chhattisgarh,198301,19.44,0.02,42.48
chhattisgarh,198302,23.12,0.31,37.57
chhattisgarh,198303,28.94,0.03,15.38
chhattisgarh,198304,33.26,0.46,23.15
chhattisgarh,198305,35.57,1.46,30.48
chhattisgarh,198306,34.28,3.99,43.52
chhattisgarh,198307,29.03,6.33,74.47
chhattisgarh,198308,27.2,9.24,85.34
chhattisgarh,198309,26.59,7.36,87.73
chhattisgarh,198310,23.45,2.27,79.68
chhattisgarh,198311,18.11,0.0,67.43
chhattisgarh,198312,17.43,0.29,61.5
chhattisgarh,198313,26.38,2.66,54.18
chhattisgarh,198401,19.27,1.15,66.15
chhattisgarh,198402,21.41,0.74,53.73
chhattisgarh,198403,28.66,0.01,19.87
chhattisgarh,198404,33.76,0.42,25.36
chhattisgarh,198405,37.47,0.45,15.65
chhattisgarh,198406,31.7,6.18,56.99
chhattisgarh,198407,27.26,13.4,82.97
chhattisgarh,198408,25.86,10.71,89.72
chhattisgarh,198409,25.6,2.69,83.64
chhattisgarh,198410,24.39,0.43,76.25
chhattisgarh,198411,19.61,0.0,58.89
chhattisgarh,198412,19.07,0.0,45.78
chhattisgarh,198413,26.18,3.04,56.26
chhattisgarh,198501,20.43,1.17,61.08
chhattisgarh,198502,22.27,0.63,27.89
chhattisgarh,198503,29.81,0.0,13.71
chhattisgarh,198504,34.23,0.25,18.6
chhattisgarh,198505,37.39,0.26,21.35
chhattisgarh,198506,33.61,3.23,48.73
chhattisgarh,198507,27.41,10.21,79.83
chhattisgarh,198508,26.55,9.94,85.47
chhattisgarh,198509,25.98,8.64,86.94
chhattisgarh,198510,23.4,2.84,78.72
chhattisgarh,198511,19.7,0.0,69.63
chhattisgarh,198512,18.36,0.01,64.01
chhattisgarh,198513,26.61,3.12,54.87
chhattisgarh,198601,18.49,0.77,56.1
chhattisgarh,198602,22.16,1.53,57.51
chhattisgarh,198603,27.89,0.45,34.37
chhattisgarh,198604,33.94,1.2,21.48
chhattisgarh,198605,35.17,0.72,27.23
chhattisgarh,198606,32.73,12.7,52.29
chhattisgarh,198607,26.85,8.28,86.49
chhattisgarh,198608,26.4,10.55,88.2
chhattisgarh,198609,26.28,4.56,82.6
chhattisgarh,198610,23.95,0.67,74.08
chhattisgarh,198611,20.68,1.6,69.15
chhattisgarh,198612,19.15,0.66,66.6
chhattisgarh,198613,26.15,3.64,59.73
chhattisgarh,198701,18.85,0.33,53.79
chhattisgarh,198702,23.24,0.27,35.32
chhattisgarh,198703,27.32,0.62,30.26
chhattisgarh,198704,33.82,0.01,17.28
chhattisgarh,198705,35.12,0.54,28.44
chhattisgarh,198706,34.52,2.84,47.37
chhattisgarh,198707,28.02,10.31,77.69
chhattisgarh,198708,27.44,4.81,83.49
chhattisgarh,198709,26.87,4.69,84.44
chhattisgarh,198710,24.54,3.06,77.05
chhattisgarh,198711,21.41,1.33,70.06
chhattisgarh,198712,18.67,0.4,55.17
chhattisgarh,198713,26.65,2.45,55.19
chhattisgarh,198801,20.41,0.06,42.75
chhattisgarh,198802,24.37,0.79,30.8
chhattisgarh,198803,28.82,0.43,24.1
chhattisgarh,198804,34.03,0.23,23.07
chhattisgarh,198805,37.85,0.22,20.76
chhattisgarh,198806,33.66,5.65,50.72
chhattisgarh,198807,28.0,3.97,80.05
chhattisgarh,198808,27.34,6.44,84.23
chhattisgarh,198809,26.92,3.86,85.07
chhattisgarh,198810,24.84,0.19,65.13
chhattisgarh,198811,22.0,0.04,51.68
chhattisgarh,198812,20.95,0.01,38.83
chhattisgarh,198813,27.43,1.82,49.84
chhattisgarh,198901,19.26,0.0,22.46
chhattisgarh,198902,23.72,0.0,14.95
chhattisgarh,198903,28.28,0.37,23.4
chhattisgarh,198904,33.49,0.0,14.12
chhattisgarh,198905,36.88,0.19,20.68
chhattisgarh,198906,31.63,12.09,60.31
chhattisgarh,198907,27.26,8.31,84.08
chhattisgarh,198908,26.83,11.29,87.21
chhattisgarh,198909,26.52,5.83,86.86
chhattisgarh,198910,24.11,0.11,72.45
chhattisgarh,198911,20.74,0.01,68.06
chhattisgarh,198912,17.97,0.7,57.58
chhattisgarh,198913,26.39,3.25,51.24
chhattisgarh,199001,20.31,0.01,41.7
chhattisgarh,199002,23.14,1.19,40.31
chhattisgarh,199003,27.3,0.4,33.16
chhattisgarh,199004,33.29,0.34,17.08
chhattisgarh,199005,31.91,3.82,54.97
chhattisgarh,199006,30.35,8.67,66.98
chhattisgarh,199007,26.56,7.89,84.76
chhattisgarh,199008,27.24,9.5,85.24
chhattisgarh,199009,26.23,10.39,88.56
chhattisgarh,199010,23.96,6.23,84.57
chhattisgarh,199011,20.66,0.1,79.93
chhattisgarh,199012,18.27,0.0,74.52
chhattisgarh,199013,25.77,4.06,62.83
chhattisgarh,199101,17.98,0.0,60.68
chhattisgarh,199102,23.5,0.0,40.24
chhattisgarh,199103,30.25,0.02,24.53
chhattisgarh,199104,33.44,0.0,19.0
chhattisgarh,199105,38.22,0.0,15.98
chhattisgarh,199106,31.39,6.77,60.96
chhattisgarh,199107,27.51,9.45,82.48
chhattisgarh,199108,26.43,12.43,88.93
chhattisgarh,199109,26.37,2.92,84.63
chhattisgarh,199110,23.21,0.46,77.46
chhattisgarh,199111,19.45,0.46,70.73
chhattisgarh,199112,17.8,0.26,64.67
chhattisgarh,199113,26.3,2.76,57.65
chhattisgarh,199201,18.2,0.01,45.22
chhattisgarh,199202,22.36,0.01,25.96
chhattisgarh,199203,29.32,0.1,16.31
chhattisgarh,199204,34.13,0.45,20.86
chhattisgarh,199205,35.69,1.28,27.03
chhattisgarh,199206,33.77,2.9,45.87
chhattisgarh,199207,28.15,9.42,76.84
chhattisgarh,199208,26.5,13.76,87.36
chhattisgarh,199209,25.65,6.12,84.9
chhattisgarh,199210,24.19,0.22,76.29
chhattisgarh,199211,20.92,0.2,71.26
chhattisgarh,199212,18.45,0.0,50.94
chhattisgarh,199213,26.44,2.89,52.51
chhattisgarh,199301,20.42,0.0,33.77
chhattisgarh,199302,23.22,0.41,20.79
chhattisgarh,199303,26.98,0.68,30.88
chhattisgarh,199304,33.54,0.2,20.32
chhattisgarh,199305,37.16,0.4,19.75
chhattisgarh,199306,32.66,6.13,55.43
chhattisgarh,199307,27.57,14.5,84.27
chhattisgarh,199308,26.8,12.0,86.96
chhattisgarh,199309,25.96,7.61,88.22
chhattisgarh,199310,24.65,0.81,80.43
chhattisgarh,199311,20.26,0.04,69.06
chhattisgarh,199312,16.65,0.0,58.25
chhattisgarh,199313,26.33,3.59,54.24
chhattisgarh,199401,19.74,0.14,55.64
chhattisgarh,199402,22.27,0.6,38.39
chhattisgarh,199403,29.32,0.04,15.95
chhattisgarh,199404,33.44,0.44,23.26
chhattisgarh,199405,36.22,1.48,26.84
chhattisgarh,199406,31.11,11.74,64.02
chhattisgarh,199407,26.42,15.82,88.42
chhattisgarh,199408,26.06,11.14,89.81
chhattisgarh,199409,25.75,9.02,85.94
chhattisgarh,199410,24.26,1.35,81.5
chhattisgarh,199411,20.62,0.11,76.32
chhattisgarh,199412,16.99,0.0,60.94
chhattisgarh,199413,26.03,4.34,59.05
chhattisgarh,199501,17.01,1.48,60.56
chhattisgarh,199502,21.89,0.44,43.91
chhattisgarh,199503,26.85,1.77,45.53
chhattisgarh,199504,33.35,0.12,22.06
chhattisgarh,199505,33.52,1.61,37.99
chhattisgarh,199506,34.24,3.16,45.55
chhattisgarh,199507,27.65,13.95,80.55
chhattisgarh,199508,26.66,9.99,88.29
chhattisgarh,199509,26.63,5.89,85.39
chhattisgarh,199510,23.96,1.15,80.39
chhattisgarh,199511,20.18,0.39,71.11
chhattisgarh,199512,19.38,0.21,65.23
chhattisgarh,199513,25.95,3.38,60.73
chhattisgarh,199601,20.38,0.51,60.57
chhattisgarh,199602,23.05,0.51,41.33
chhattisgarh,199603,29.46,0.51,27.58
chhattisgarh,199604,32.64,0.82,26.92
chhattisgarh,199605,37.33,0.18,19.48
chhattisgarh,199606,32.56,3.57,52.44
chhattisgarh,199607,28.08,10.71,78.6
chhattisgarh,199608,26.47,10.64,87.57
chhattisgarh,199609,26.77,2.75,83.31
chhattisgarh,199610,23.9,1.56,78.32
chhattisgarh,199611,20.82,0.21,67.08
chhattisgarh,199612,16.99,0.0,49.34
chhattisgarh,199613,26.54,2.68,56.11
chhattisgarh,199701,18.17,0.58,47.52
chhattisgarh,199702,22.05,0.0,20.82
chhattisgarh,199703,29.04,0.21,18.32
chhattisgarh,199704,30.65,1.36,34.75
chhattisgarh,199705,35.28,0.6,24.94
chhattisgarh,199706,32.8,3.66,49.54
chhattisgarh,199707,27.8,12.21,80.4
chhattisgarh,199708,26.39,14.58,88.3
chhattisgarh,199709,26.01,2.25,86.84
chhattisgarh,199710,24.22,1.38,76.81
chhattisgarh,199711,22.26,1.26,80.74
chhattisgarh,199712,18.52,1.86,83.13
chhattisgarh,199713,26.11,3.37,57.92
chhattisgarh,199801,18.21,0.97,70.84
chhattisgarh,199802,21.17,0.52,57.42
chhattisgarh,199803,25.7,0.71,37.6
chhattisgarh,199804,33.81,0.47,27.17
chhattisgarh,199805,37.72,0.52,22.89
chhattisgarh,199806,34.38,3.11,47.36
chhattisgarh,199807,28.13,5.02,78.96
chhattisgarh,199808,27.62,7.02,83.61
chhattisgarh,199809,27.0,6.3,85.75
chhattisgarh,199810,25.34,2.72,84.86
chhattisgarh,199811,21.3,2.09,77.28
chhattisgarh,199812,17.12,0.0,58.46
chhattisgarh,199813,26.47,2.46,61.06
chhattisgarh,199901,17.34,0.01,50.03
chhattisgarh,199902,24.74,0.36,39.45
chhattisgarh,199903,29.33,0.0,13.81
chhattisgarh,199904,34.34,0.0,8.61
chhattisgarh,199905,36.56,0.74,28.11
chhattisgarh,199906,31.32,4.72,56.18
chhattisgarh,199907,28.05,5.87,76.48
chhattisgarh,199908,26.72,13.13,86.55
chhattisgarh,199909,26.06,7.29,89.07
chhattisgarh,199910,24.28,1.42,84.4
chhattisgarh,199911,20.01,0.01,69.82
chhattisgarh,199912,17.48,0.0,65.95
chhattisgarh,199913,26.35,2.81,55.84
chhattisgarh,200001,18.76,0.1,48.76
chhattisgarh,200002,21.6,0.84,46.81
chhattisgarh,200003,27.1,0.01,17.93
chhattisgarh,200004,34.42,0.04,14.14
chhattisgarh,200005,35.34,1.34,35.48
chhattisgarh,200006,29.87,9.8,69.53
chhattisgarh,200007,27.15,9.7,82.97
chhattisgarh,200008,27.18,4.0,85.07
chhattisgarh,200009,26.7,2.56,81.59
chhattisgarh,200010,25.77,0.05,64.15
chhattisgarh,200011,23.14,0.0,44.14
chhattisgarh,200012,19.44,0.0,23.71
chhattisgarh,200013,26.37,2.37,51.2
chhattisgarh,200101,19.86,0.22,26.63
chhattisgarh,200102,24.39,0.01,17.69
chhattisgarh,200103,29.5,0.7,30.52
chhattisgarh,200104,32.54,0.54,26.62
chhattisgarh,200105,36.61,1.08,29.32
chhattisgarh,200106,28.49,11.25,74.31
chhattisgarh,200107,26.43,9.85,87.58
chhattisgarh,200108,26.76,9.45,88.99
chhattisgarh,200109,26.91,3.87,82.14
chhattisgarh,200110,24.43,2.58,81.52
chhattisgarh,200111,21.22,0.12,76.27
chhattisgarh,200112,17.44,0.0,62.43
chhattisgarh,200113,26.22,3.33,57.24
chhattisgarh,200201,18.46,0.58,56.46
chhattisgarh,200202,23.02,0.26,43.12
chhattisgarh,200203,28.72,0.57,24.53
chhattisgarh,200204,33.76,0.05,18.45
chhattisgarh,200205,37.47,0.66,21.78
chhattisgarh,200206,32.37,7.14,57.32
chhattisgarh,200207,29.35,3.42,71.56
chhattisgarh,200208,26.75,9.63,85.87
chhattisgarh,200209,25.92,2.93,83.3
chhattisgarh,200210,24.27,1.05,72.78
chhattisgarh,200211,21.36,0.02,56.62
chhattisgarh,200212,20.62,0.01,42.78
chhattisgarh,200213,26.85,2.21,52.95
chhattisgarh,200301,19.9,0.02,32.33
chhattisgarh,200302,23.92,1.52,48.71
chhattisgarh,200303,27.55,1.12,32.08
chhattisgarh,200304,34.25,0.56,22.89
chhattisgarh,200305,36.64,0.0,17.55
chhattisgarh,200306,33.93,3.03,46.81
chhattisgarh,200307,27.94,10.15,81.65
chhattisgarh,200308,26.69,14.92,88.34
chhattisgarh,200309,25.95,10.92,91.22
chhattisgarh,200310,24.34,4.01,84.93
chhattisgarh,200311,20.6,0.01,75.32
chhattisgarh,200312,16.91,0.58,73.26
chhattisgarh,200313,26.55,3.93,57.99
chhattisgarh,200401,17.24,1.73,72.16
chhattisgarh,200402,19.7,0.1,53.52
chhattisgarh,200403,28.47,0.49,32.48
chhattisgarh,200404,33.78,0.67,27.83
chhattisgarh,200405,35.68,0.95,32.72
chhattisgarh,200406,31.23,8.31,62.51
chhattisgarh,200407,27.49,8.7,83.2
chhattisgarh,200408,26.67,6.05,86.62
chhattisgarh,200409,26.94,6.25,83.2
chhattisgarh,200410,23.33,0.66,76.04
chhattisgarh,200411,20.42,0.07,66.05
chhattisgarh,200412,18.35,0.03,59.49
chhattisgarh,200413,25.78,2.84,61.38
chhattisgarh,200501,18.97,2.69,54.52
chhattisgarh,200502,22.93,0.21,52.2
chhattisgarh,200503,28.82,0.21,33.35
chhattisgarh,200504,32.44,0.28,22.11
chhattisgarh,200505,35.34,0.94,26.59
chhattisgarh,200506,35.3,4.03,40.68
chhattisgarh,200507,27.51,16.88,83.26
chhattisgarh,200508,26.7,10.66,87.67
chhattisgarh,200509,26.53,9.86,87.02
chhattisgarh,200510,24.09,3.89,83.67
chhattisgarh,200511,18.82,0.0,67.66
chhattisgarh,200512,16.64,0.06,64.88
chhattisgarh,200513,26.18,4.18,58.73
chhattisgarh,200601,18.13,0.0,52.46
chhattisgarh,200602,24.24,0.0,32.25
chhattisgarh,200603,26.71,1.55,44.84
chhattisgarh,200604,32.75,0.94,29.03
chhattisgarh,200605,35.17,2.28,38.02
chhattisgarh,200606,32.08,2.39,56.26
chhattisgarh,200607,27.67,10.77,80.1
chhattisgarh,200608,26.46,9.84,86.62
chhattisgarh,200609,26.38,7.91,85.19
chhattisgarh,200610,24.9,0.4,76.87
chhattisgarh,200611,21.59,0.23,76.48
chhattisgarh,200612,19.14,0.01,61.21
chhattisgarh,200613,26.26,3.05,60.15
chhattisgarh,200701,19.51,0.0,41.9
chhattisgarh,200702,23.31,1.12,44.88
chhattisgarh,200703,27.75,0.14,30.97
chhattisgarh,200704,33.98,0.11,20.49
chhattisgarh,200705,36.71,0.66,27.62
chhattisgarh,200706,31.99,18.04,60.68
chhattisgarh,200707,26.94,10.62,86.55
chhattisgarh,200708,26.66,8.14,87.55
chhattisgarh,200709,26.35,7.19,88.35
chhattisgarh,200710,23.37,0.44,75.51
chhattisgarh,200711,20.14,0.4,70.59
chhattisgarh,200712,18.1,0.01,66.9
chhattisgarh,200713,26.24,3.9,58.59
chhattisgarh,200801,18.54,0.21,56.28
chhattisgarh,200802,20.37,0.33,41.8
chhattisgarh,200803,27.83,0.92,35.12
chhattisgarh,200804,32.82,0.26,23.74
chhattisgarh,200805,37.08,0.14,19.7
chhattisgarh,200806,29.81,7.86,67.29
chhattisgarh,200807,27.16,6.22,82.83
chhattisgarh,200808,26.89,7.34,86.63
chhattisgarh,200809,26.29,10.56,86.16
chhattisgarh,200810,24.14,0.34,75.71
chhattisgarh,200811,20.81,0.07,74.72
chhattisgarh,200812,19.23,0.0,62.95
chhattisgarh,200813,25.93,2.85,59.47
chhattisgarh,200901,20.54,0.21,55.94
chhattisgarh,200902,24.37,0.0,28.64
chhattisgarh,200903,29.02,0.09,19.36
chhattisgarh,200904,33.02,0.3,18.07
chhattisgarh,200905,36.98,0.4,25.05
chhattisgarh,200906,35.25,2.01,41.11
chhattisgarh,200907,27.62,17.02,82.98
chhattisgarh,200908,27.16,8.64,86.13
chhattisgarh,200909,27.15,2.57,83.48
chhattisgarh,200910,24.11,1.19,69.53
chhattisgarh,200911,21.47,2.02,72.31
chhattisgarh,200912,19.27,0.47,65.4
chhattisgarh,200913,27.16,2.95,54.21
chhattisgarh,201001,17.97,0.36,48.45
chhattisgarh,201002,23.85,0.18,37.07
chhattisgarh,201003,30.79,0.05,19.96
chhattisgarh,201004,35.13,0.34,16.33
chhattisgarh,201005,36.38,0.51,29.8
chhattisgarh,201006,33.87,3.99,49.46
chhattisgarh,201007,28.19,13.19,81.64
chhattisgarh,201008,27.39,6.6,85.99
chhattisgarh,201009,26.5,9.23,84.77
chhattisgarh,201010,24.64,1.86,81.24
chhattisgarh,201011,22.59,0.97,78.37
chhattisgarh,201012,17.6,1.76,67.77
chhattisgarh,201013,27.07,3.27,56.89
chhattisgarh,201101,16.83,0.0,56.74
chhattisgarh,201102,21.95,0.4,49.41
chhattisgarh,201103,28.35,0.1,26.13
chhattisgarh,201104,30.28,3.58,44.13
chhattisgarh,201105,35.63,0.73,34.14
chhattisgarh,201106,30.95,6.4,63.8
chhattisgarh,201107,27.79,11.35,81.12
chhattisgarh,201108,26.69,14.52,88.71
chhattisgarh,201109,25.78,12.08,89.24
chhattisgarh,201110,24.12,0.13,75.7
chhattisgarh,201111,20.41,0.0,71.7
chhattisgarh,201112,17.77,0.55,65.88
chhattisgarh,201113,25.56,4.17,62.28
chhattisgarh,201201,18.25,1.58,65.94
chhattisgarh,201202,21.84,0.18,45.6
chhattisgarh,201203,27.36,0.04,20.11
chhattisgarh,201204,33.63,0.55,26.06
chhattisgarh,201205,36.8,0.14,18.46
chhattisgarh,201206,32.62,7.4,54.82
chhattisgarh,201207,27.08,17.05,85.12
chhattisgarh,201208,26.37,14.9,89.88
chhattisgarh,201209,26.25,6.74,86.73
chhattisgarh,201210,23.38,0.63,75.98
chhattisgarh,201211,20.19,0.87,76.81
chhattisgarh,201212,18.23,0.03,66.58
chhattisgarh,201213,26.0,4.2,59.4
chhattisgarh,201301,18.26,0.03,58.48
chhattisgarh,201302,22.49,0.56,50.66
chhattisgarh,201303,28.19,0.19,27.1
chhattisgarh,201304,32.37,1.25,31.87
chhattisgarh,201305,37.5,0.09,22.04
chhattisgarh,201306,29.65,11.71,71.92
chhattisgarh,201307,27.34,15.89,85.2
chhattisgarh,201308,26.39,12.59,88.73
chhattisgarh,201309,26.39,5.3,86.88
chhattisgarh,201310,24.26,6.05,85.25
chhattisgarh,201311,19.79,0.01,76.2
chhattisgarh,201312,17.38,0.0,73.36
chhattisgarh,201313,25.85,4.5,63.2
chhattisgarh,201401,18.24,0.1,72.48
chhattisgarh,201402,20.7,2.21,58.58
chhattisgarh,201403,25.87,0.62,52.23
chhattisgarh,201404,32.6,1.15,31.07
chhattisgarh,201405,35.41,0.19,29.61
chhattisgarh,201406,34.62,2.84,46.72
chhattisgarh,201407,28.93,14.83,75.43
chhattisgarh,201408,26.54,7.9,87.76
chhattisgarh,201409,26.04,7.84,85.51
chhattisgarh,201410,24.37,2.89,78.79
chhattisgarh,201411,20.36,0.0,69.04
chhattisgarh,201412,16.56,0.2,64.31
chhattisgarh,201413,25.87,3.41,62.71
chhattisgarh,201501,17.13,0.48,61.16
chhattisgarh,201502,22.23,0.15,45.48
chhattisgarh,201503,27.19,0.85,39.92
chhattisgarh,201504,31.76,0.88,35.56
chhattisgarh,201505,36.63,0.24,25.68
chhattisgarh,201506,31.28,8.08,62.15
chhattisgarh,201507,27.36,9.02,84.14
chhattisgarh,201508,27.1,9.47,85.71
chhattisgarh,201509,26.71,7.74,83.29
chhattisgarh,201510,24.99,0.3,75.57
chhattisgarh,201511,21.96,0.0,73.66
chhattisgarh,201512,19.96,0.29,61.56
chhattisgarh,201513,26.21,3.14,61.26
chhattisgarh,201601,19.39,0.15,47.25
chhattisgarh,201602,25.95,0.1,35.98
chhattisgarh,201603,29.8,0.57,29.93
chhattisgarh,201604,35.41,0.17,21.41
chhattisgarh,201605,35.8,1.47,33.51
chhattisgarh,201606,33.01,4.62,55.31
chhattisgarh,201607,27.73,11.53,82.44
chhattisgarh,201608,26.52,9.37,87.32
chhattisgarh,201609,26.26,10.77,88.94
chhattisgarh,201610,23.84,2.13,76.93
chhattisgarh,201611,19.49,0.0,70.06
chhattisgarh,201612,16.8,0.0,67.44
chhattisgarh,201613,26.65,3.42,58.15
chhattisgarh,201701,18.33,0.1,59.44
chhattisgarh,201702,22.81,0.08,39.84
chhattisgarh,201703,28.2,0.34,25.64
chhattisgarh,201704,34.6,0.02,14.7
chhattisgarh,201705,37.74,0.53,24.06
chhattisgarh,201706,32.03,6.54,59.09
chhattisgarh,201707,27.47,12.4,82.58
chhattisgarh,201708,26.9,8.92,86.41
chhattisgarh,201709,26.84,7.42,85.57
chhattisgarh,201710,25.48,1.91,79.94
chhattisgarh,201711,20.61,0.01,73.24
chhattisgarh,201712,17.57,0.0,63.95
chhattisgarh,201713,26.56,3.21,58.02
gujarat,198101,19.7,0.05,38.28
gujarat,198102,22.95,0.0,28.46
gujarat,198103,27.39,0.06,36.8
gujarat,198104,31.23,0.24,35.34
gujarat,198105,32.84,0.13,48.17
gujarat,198106,33.27,1.88,53.34
gujarat,198107,28.7,7.93,77.84
gujarat,198108,27.25,8.11,81.73
gujarat,198109,27.94,4.7,78.21
gujarat,198110,26.7,1.52,67.01
gujarat,198111,21.08,1.63,58.85
gujarat,198112,19.01,0.01,50.33
gujarat,198113,26.51,2.21,54.72
gujarat,198201,19.68,0.06,37.39
gujarat,198202,21.83,0.0,34.38
gujarat,198203,26.01,0.0,30.89
gujarat,198204,30.1,0.91,43.56
gujarat,198205,30.8,3.75,53.57
gujarat,198206,33.13,0.32,53.14
gujarat,198207,30.34,5.7,67.98
gujarat,198208,27.57,5.32,79.0
gujarat,198209,28.12,0.46,67.77
gujarat,198210,29.35,1.18,47.25
gujarat,198211,23.98,2.17,52.74
gujarat,198212,21.46,0.0,31.75
gujarat,198213,26.88,1.68,50.03
gujarat,198301,19.21,0.01,28.13
gujarat,198302,20.91,0.02,30.08
gujarat,198303,25.58,0.0,34.15
gujarat,198304,28.94,0.05,41.96
gujarat,198305,32.99,0.0,46.92
gujarat,198306,33.31,1.3,53.36
gujarat,198307,30.2,7.17,71.11
gujarat,198308,27.77,5.17,82.25
gujarat,198309,28.24,2.09,75.27
gujarat,198310,26.84,1.66,61.69
gujarat,198311,22.46,0.0,34.08
gujarat,198312,19.33,0.0,27.35
gujarat,198313,26.34,1.47,48.99
gujarat,198401,17.94,0.0,24.88
gujarat,198402,19.08,0.0,21.99
gujarat,198403,28.05,0.0,27.6
gujarat,198404,32.12,0.0,32.04
gujarat,198405,33.02,0.0,45.65
gujarat,198406,32.72,0.53,54.69
gujarat,198407,29.49,3.44,67.9
gujarat,198408,27.61,5.5,76.68
gujarat,198409,27.39,5.9,70.43
gujarat,198410,26.87,0.0,50.72
gujarat,198411,24.39,0.0,25.04
gujarat,198412,21.02,0.0,20.24
gujarat,198413,26.66,1.28,43.24
gujarat,198501,19.44,0.0,24.73
gujarat,198502,22.05,0.0,23.82
gujarat,198503,28.86,0.0,29.17
gujarat,198504,30.8,0.18,40.56
gujarat,198505,33.58,0.07,43.32
gujarat,198506,33.07,0.18,51.15
gujarat,198507,30.0,3.72,64.39
gujarat,198508,28.09,2.83,71.96
gujarat,198509,28.71,1.73,64.13
gujarat,198510,27.48,2.31,48.54
gujarat,198511,24.86,0.0,30.41
gujarat,198512,21.23,0.0,27.68
gujarat,198513,27.37,0.93,43.45
gujarat,198601,18.97,0.0,20.93
gujarat,198602,21.7,0.0,26.02
gujarat,198603,26.98,0.02,32.98
gujarat,198604,31.61,0.0,36.81
gujarat,198605,33.39,0.08,42.35
gujarat,198606,32.66,3.62,56.48
gujarat,198607,30.3,0.45,63.95
gujarat,198608,28.7,2.11,66.26
gujarat,198609,30.43,0.02,50.01
gujarat,198610,29.47,0.0,32.14
gujarat,198611,25.09,0.01,24.98
gujarat,198612,18.86,0.18,24.34
gujarat,198613,27.36,0.54,39.86
gujarat,198701,20.14,0.01,25.16
gujarat,198702,22.35,0.24,25.95
gujarat,198703,27.32,0.06,34.81
gujarat,198704,30.95,0.0,36.49
gujarat,198705,32.39,0.01,44.02
